score	ordklasse	lemma	definition	genprox	kollokation	hyper	ddo_bet	ddo_dannetsemid	ddo_entryid	dn_id
6	adj.	professionel	som erhvervsmæssigt beskæftiger sig med en aktivitet der ellers udøves af amatører	beskæftige		{DN:uddannet}	1	21064214	11040989	69916
7	adj.	professionel	som er el. vedrører en sådan erhvervsmæssigt udøvet aktivitet	aktivitet			1.a	21064217	11040989	
5	adj.	professionel	som er kendetegnet ved el. lever op til den (høje) faglige standard der gælder inden for en bestemt profession	faglig			2	21064215	11040989	
1	adj.	professionel	forsætlig og ufin, men udbredt blandt udøverne af en profession, især inden for sport	forsætlig			2.a	21064218	11040989	
1	adj.	professionel	vedr. arbejde el. arbejdsliv, faglig el. erhvervsmæssig	faglig			3	21064216	11040989	
2	sb.	profil	omrids af et ansigt set fra siden	omrids		{omrids_1}	1	21064233	11040999	22054
1	sb.	profil	kontur, silhuet el. omrids af en genstand, ofte set mod en lys baggrund	kontur			2	21064234	11040999	
1	sb.	profil	(karakteristisk) mønster el. omrids som ses på et lodret tværsnit af noget, fx en søjle, en liste, et bildæk el. et jordlag	mønster		{mønster_1}	3	21064235	11040999	39343
8	sb.	profil	samling karakteristiske, ofte positive træk el. egenskaber ved en institution, en by, en person osv.	samling			4	21064236	11040999	
4	sb.	profil	markant og bemærkelsesværdig person	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	4.a	21064237	11040999	6024
3	sb.	profil	samling karakteristiske træk ved en forbryders el. en mistænkts personlighed	træk			4.b	28124205	11040999	
4	sb.	profil	en persons, en virksomheds el. en institutions præsentation af sig selv, især på sociale medier	præsentation			4.c	28124450	11040999	
1	sb.	prognose	forudsigelse el. beregning af hvordan noget vil udvikle sig, ofte på grundlag af foreliggende fakta	forudsigelse		{forudsigelse_1}	1	21064257	11041015	72083
1	sb.	prognose	lægelig vurdering af en sygdoms sandsynlige forløb	vurdering		{vurdering_2}	1.a	21064258	11041015	27457
1	sb.	program	udsendelse (med fast sendetid) i radio el. tv	udsendelse		{udsendelse_1_1}	1	21064262	11041019	33661
1	sb.	program	indstilling på en automat (fx en vaskemaskine el. en opvaskemaskine) der bevirker at en opgave udføres på en bestemt måde	indstilling			7	21064268	11041019	
6	sb.	program	planlagt og målrettet forløb af begivenheder el. gøremål	forløb		{plan,1_1}	2	21064263	11041019	61705
2	sb.	program	(information om) række af kulturelle arrangementer inden for et bestemt tidsrum el. det planlagte forløb for et bestemt kulturelt arrangement	række		{liste,1_1}	2.a	21064269	11041019	75164
1	sb.	program	(information om) række af udsendelser som radioen el. fjernsynet bringer inden for et bestemt tidsrum	række			2.b	21064270	11041019	
1	sb.	program	planlagt indsats med en bestemt målsætning	indsats		{plan,1_1}	2.c	21064271	11041019	61704
3	sb.	program	sammenhængende sæt af instrukser som en computer behøver for at kunne bearbejde data på en bestemt måde	sæt		{beskrivelse_1}	3	21064264	11041019	42381
1	sb.	program	et politisk partis, en grupperings el. en persons målsætninger og planer	målsætning		{program_2}	4	21064265	11041019	61706
2	sb.	program	sammenhængende varesortiment som føres af en hel branche, en enkelt forretning m.m.	varesortiment		"{sortiment_1; varesortiment_0; assortiment_1}"	5	21064266	11041019	61708
1	sb.	program	bestemt radio- el. tv-kanal	kanal			6	21064267	11041019	
3	adj.	progressiv	fremskridtsvenlig, som tænker på en ny, original og fremadrettet måde	fremskridtsvenlig		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21064309	11041044	78117
2	adj.	progressiv	orienteret mod det der anses for moderne, rigtigt el. smart	moderne			1.a	21064311	11041044	
2	adj.	progressiv	som følger et princip el. en regel om at en størrelse stiger forholdsvis mere end en anden størrelse umiddelbart tilsiger	princip			2	21064310	11041044	
1	adj.	progressiv	med glidende overgang mellem de forskellige styrker	overgang			2.a	21064312	11041044	
11	sb.	projekt	omfattende arbejdsopgave der typisk kræver grundig forberedelse og deltagelse af mange personer, instanser m.m.	arbejdsopgave		{arbejde,1_1}	1	21064314	11041046	48694
1	sb.	projekt	plan for udførelsen af en større arbejdsopgave, fx med en detaljeret beskrivelse af de enkelte delopgaver og med arbejdstegninger	plan		{plan,1_1}	1.a	21064315	11041046	27239
2	sb.	projekt	(større) opgave om et emne, evt. udarbejdet på tværs af sædvanlige faggrænser	opgave			1.b	21064316	11041046	
1	sb.	projekt	arbejde med et særligt emne, ofte med en anden inddeling mht. hold, fag, lektioner osv. end sædvanligt	arbejde		{arbejde,1_1}	1.c	21064317	11041046	22730
2	sb.	projektion	overførsel af egne problematiske følelser, forestillinger el. egenskaber på andre mennesker el. forhold, ofte som psykologisk forsvarsmekanisme	overførsel			1	21064323	11041051	
0	sb.	projektion	afbildning af en rumlig figur på et plan ved at der fra hvert punkt i figuren trækkes en ret linje ind på planet	afbildning		{afbildning_1}	2	21064324	11041051	65179
1	sb.	projektion	frembringelse af lysbilleder, film e.l. på fx et lærred el. en skærm	frembringelse		"{fremvisning_0; visning_0}"	3	21064325	11041051	75163
4	sb.	proportion	indbyrdes størrelsesforhold mellem to el. flere sammenhørende dele el. enheder	størrelsesforhold		{størrelsesforhold_0}	1	21064420	11041114	75127
3	sb.	proportion	størrelse el. omfang af noget (i forhold til noget andet)	omfang		{omfang_1}	1.a	21064422	11041114	10040
6	sb.	proportion	rimeligheden af noget, fx en handling, i forhold til årsagen dertil el. følgen deraf	rimelighed			1.b	21064423	11041114	
0	sb.	proportion	matematisk ligning der udtrykker at forholdet mellem to tal er lig med forholdet mellem to andre tal	ligning			2	21064421	11041114	
17	sb.	protest	tilkendegivelse af utilfredshed el. uenighed mht. en bestemt handling, fremgangsmåde, udvikling e.l.	tilkendegivelse		{kommunikation_1}	1	21064496	11041165	40906
4	sb.	protest	skrivelse el. udtalelse hvormed man tilkendegiver en sådan utilfredshed el. uenighed, (skriftlig) indsigelse mod en afgørelse, ofte med henvisning til en lov el. regel	skrivelse		{skrivelse_1}	1.a	21064497	11041165	34886
2	sb.	protokol	dokument hvori en bestemt aktivitets forløb er beskrevet og dens evt. resultater anført	dokument		"{dokument_1; papir_3}"	1	21064509	11041175	11035
1	sb.	protokol	(tilføjelse til) bindende international aftale mellem flere stater	aftale		{aftale,1_1}	1.a	21064513	11041175	24525
1	sb.	protokol	stor bog med blade til indførsel af regnskaber, karakterer, optegnelser e.l.	bog		{bog,1_3}	2	21064510	11041175	7805
1	sb.	protokol	regler for formaliteter og ceremonier, fx i forb. med diplomatisk samkvem	regel		{regel_1}	3	21064511	11041175	31841
0	sb.	protokol	regler for udveksling af data mellem (forskellige enheder i) edb-systemer	regel		{regel_1}	4	21064512	11041175	31842
7	sb.	provins	den del af et land som ligger uden for hovedstadsområdet	del		{område_2}	1	21064536	11041193	41185
1	sb.	provins	geografisk område som man synes savner betydning og er tilbagestående, ofte i en bestemt henseende	område		{landområde_1}	1.a	21064538	11041193	18406
4	sb.	provins	større administrativt område af et land	område		{distrikt_1}	2	21064537	11041193	18405
1	adj.	provinsiel	præget af, karakteristisk for el. vedr. provinsen	provins		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21064545	11041200	71774
1	adj.	provinsiel	præget af snæversyn, småborgerlighed e.l.	snæversyn		"{beskaffenhed_1; egenskab_1; side_7_1}"	1.a	21064546	11041200	71775
6	adj.	præcis	sand, klar og passende detaljeret	klar		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21064600	11041247	78125
2	adj.	præcis	som giver sande, klare og passende detaljerede oplysninger	give			1.a	21064603	11041247	
7	adj.	præcis	som stemmer fuldstændig overens med en bestemt beskrivelse, angivelse, forestilling e.l. eller med virkeligheden	stemme			1.b	21064604	11041247	
9	adj.	præcis	uden nogen afvigelse el. undtagelser mht. fx tidspunkt, sted, omfang el. måde	afvigelse			1.c	21064605	11041247	
3	adj.	præcis	som fungerer el. udføres helt korrekt, nøjagtigt el. regelmæssigt	fungere		"{beskaffenhed_1; egenskab_1; side_7_1}"	2	21064601	11041247	78316
3	adj.	præcis	som overholder tiden uden afvigelser	overholde			3	21064602	11041247	
3	vb.	prædike	forkynde et religiøst budskab i en opbyggelig el. belærende tale, fx i en kirke	forkynde		{forkynde_2}	1	21064623	11041259	78407
3	vb.	prædike	holde en lang, bedrevidende og moraliserende el. dogmatisk enetale for at overbevise nogen	holde		{overtale_1}	1.a	21064624	11041259	73877
1	sb.	prædiken	forkyndelse af det kristne evangelium, især i form af en opbyggelig el. belærende tale over en bibeltekst som præsten holder for menigheden som led i gudstjenesten	tale		{tale,1_1}	1	21064625	11041261	21539
2	sb.	prædiken	lang, bedrevidende og moraliserende el. dogmatisk enetale	enetale			1.a	21064626	11041261	
8	sb.	præmie	belønning (fx penge, et trofæ el. en medalje) som gives til den el. de deltagere der klarer sig bedst i en konkurrence, el. til en person der har ydet en særlig præstation	belønning		{belønning_1_1}	1	21064673	11041293	38933
1	sb.	præmie	beløb som betales for en forsikringsaftale gældende for et vist tidsrum	beløb			2	21064674	11041293	8465
4	vb.	præsentere	introducere for nogen på formel vis, fx ved at oplyse om navn og beskæftigelse	introducere		{kommunikere_1}	1	21064712	11041319	46981
3	vb.	præsentere	(lade) fremvise el. opføre officielt, fx ved annoncering el. bekendtgørelse	fremvise			1.a	21064714	11041319	
3	vb.	præsentere	fremvise, fremlægge el. forelægge noget for nogen, fx ved en demonstration eller til beskuelse el. bedømmelse	fremvise		{ytre_1_1}	2	21064713	11041319	49098
2	vb.	præsentere	overrække el. forevise til godkendelse el. (ud)betaling	overrække			2.a	21064715	11041319	
1	sb.	præsident	(titel for) statsoverhoved i en republik	statsoverhoved		{statsoverhoved_1}	1	21064719	11041323	38219
2	sb.	præsident	øverste daglige leder af en organisation, et selskab e.l.	leder		"{leder_1; lederskikkelse_1}"	2	21064720	11041323	21282
10	sb.	præstation	(resultat af en) bestemt og ofte krævende (arbejds)indsats hvor en særlig evne el. færdighed sættes på prøve og ofte er genstand for andres bedømmelse	arbejdsindsats		{handling_1}	1	21064735	11041333	48158
3	sb.	præstation	det som et køretøj, en maskine e.l. er i stand til at yde under givne forhold	yde			1.a	21064736	11041333	
2	sb.	præsteskab	gruppen af præster inden for en religion el. et land	gruppe		{faggruppe_1}	1	21064757	11041348	5661
2	sb.	præsteskab	magtfuld gruppe af personer der vil styre andre menneskers holdninger og handlinger	gruppe		{mafia_1_2}	1.a	21064758	11041348	5662
4	sb.	prøve	lille mængde som udtages af en større helhed, oftest med henblik på nærmere undersøgelse el. fremvisning	mængde		{del_1}	1	21064778	11041366	64353
1	sb.	prøve	nærmere undersøgelse el. analyse der typisk udføres på et laboratorium	undersøgelse		{undersøgelse_1}	1.a	21064784	11041366	27333
1	sb.	prøve	eksempel som udgør et bevis på noget el. tjener som (foreløbigt) billede af noget	eksempel			2	21064779	11041366	
2	sb.	prøve	eksemplar af en vare som en kunde kan få og vurdere nærmere inden et evt. køb	eksemplar		"{vare,1_1; handelsvare_0}"	2.a	21064785	11041366	47922
14	sb.	prøve	situation hvor en person (under opsyn og inden for en tidsramme) ud fra spørgsmål el. opgaver skal demonstrere viden el. færdigheder på et bestemt område	situation		{situation_1}	3	21064780	11041366	27273
4	sb.	prøve	situation hvor skuespillere, sangere e.l. viser deres kunnen, bedømmes og udvælges til en given forestilling, film e.l.	situation		{situation_1}	3.a	21064786	11041366	41445
2	sb.	prøve	betydningsfuld opgave el. udfordring som nogen el. noget stilles over for	opgave		{opgave_1}	4	21064781	11041366	25847
1	sb.	prøve	indstudering af replikker, musik, koreografi osv. i forb. med opførelsen af et teaterstykke, en koncert e.l.	indstudering		{indstudering_0}	5	21064782	11041366	67216
2	sb.	prøve	(resultat af en) handling der har til formål at prøve el. afprøve noget	handling		{handling_1}	6	21064783	11041366	25314
10	vb.	prøve	efter bedste evne søge at udføre en bestemt handling el. opnå noget, gøre et forsøg	søge		"{gøre_1; handle_1}"	1	21064791	11041367	44353
3	vb.	prøve	udsætte for prøvelser, modgang osv.	udsætte			4.a	21064801	11041367	
1	vb.	prøve	afholde el. deltage i en prøve på et teater e.l.	deltage			5	21064795	11041367	
1	vb.	prøve	gennemspille (dele af) et teaterstykke for at øve sig i replikker m.m.	gennemspille			5.a	21064802	11041367	
2	vb.	prøve	bedømme (og udvælge) en skuespiller til en rolle i en film el. et skuespil	bedømme			5.b	21064803	11041367	
3	vb.	prøve	(forsøgsvis) bruge el. bestemme sig for noget, især for at undersøge det nærmere	bruge			1.a	21064796	11041367	
1	vb.	prøve	forsigtigt fremføre et argument, gæt e.l.	fremføre			1.b	21064797	11041367	
5	vb.	prøve	underkaste noget en prøve el. vurdering for at afgøre om det svarer til bestemte forventninger el. krav	underkaste		{underkaste_1}	2	21064792	11041367	48610
6	vb.	prøve	udsætte for kritiske undersøgelser, særlige udfordringer el. modstand for fx at afgøre nogens styrke el. nogets rækkevidde	udsætte			2.a	21064798	11041367	
1	vb.	prøve	smage på	smage		{smage_2}	2.b	21064799	11041367	72895
1	vb.	prøve	iføre sig noget for at se om det passer, klæder én osv.	iføre			2.c	21064800	11041367	
2	vb.	prøve	lade en domstol e.l. behandle en sag for at få fastslået dens retlige status	lade			3	21064793	11041367	
10	vb.	prøve	opleve, gennemleve, få erfaring med	opleve			4	21064794	11041367	
1	sb.	prøvelse	svær prøve der foregår under vanskelige vilkår og indebærer modgang	prøve		{prøve,1_4}	1	21064822	11041383	75287
4	sb.	prøvelse	noget el. nogen som virker opslidende og sætter éns kræfter og tålmodighed på prøve	noget		{hændelse_1}	1.a	21064824	11041383	67221
5	sb.	prøvelse	nærmere undersøgelse el. (juridisk) behandling	undersøgelse		{undersøgelse_1}	2	21064823	11041383	27352
2	sb.	psykoanalyse	retning inden for psykologi der bl.a. har udviklet og bygger på en teori om det ubevidstes og driftslivets betydning for personligheden og for udviklingen af visse sindslidelser	retning		{psykologi_1}	1	21064871	11041423	23618
1	sb.	psykoanalyse	psykologisk behandlingsform der bygger på psykoanalysens teorier	behandlingsform			1.a	21064872	11041423	
10	sb.	psykologi	videnskab der undersøger, beskriver og søger at forklare mentale processer, bevidsthed og adfærd hos mennesker el. dyr	videnskab		"{disciplin_2; fag_1; fagområde_1; felt,1_2_1; genstandsområde_1; gren_2; retning_2; skole,1_1_3; videnskab_1_1; genstandsfelt_1}"	1	21064885	11041436	3115
1	sb.	psykologi	bevidsthed og adfærd hos et bestemt individ el. en bestemt gruppe	beskrivelse			1.a	21064886	11041436	
1	sb.	psykologi	en bestemt psykologisk lære el. teori	lære		{psykologi_1}	1.b	21064887	11041436	21161
1	sb.	psykologi	samling psykologiske faktorer der betinger og forklarer et bestemt fænomen	samling			1.c	21064888	11041436	
1	sb.	psykologi	menneskeforståelse og indfølingsevne	menneskeforståelse			1.d	21064889	11041436	
4	vb.	publicere	skrive og udgive på tryk el. på et digitalt medie og dermed udbrede til offentligheden	skrive		{skrive_1}	1	21064920	11041463	22560
1	vb.	publicere	udgive, være forlægger for	udgive			1.a	21064921	11041463	
1	vb.	publicere	bekendtgøre offentligt	bekendtgøre			1.b	21064922	11041463	
1	sb.	publikation	det at udgive noget	udgive			1	21064928	11041469	
2	sb.	publikation	offentliggjort produkt	produkt		{skrift_4}	1.a	21064929	11041469	28263
6	sb.	publikum	samling tilskuere el. tilhørere ved et kulturelt arrangement som fx en film, en teaterforestilling, en koncert, en kunstudstilling el. en sportsbegivenhed	samling		{forsamling_1}	1	21064930	11041470	47599
16	sb.	publikum	mængde af personer der er el. kan forventes at blive købere, forbrugere el. brugere af fx et produkt el. en aktivitet	mængde			1.a	21064931	11041470	
2	sb.	publikum	et el. flere mennesker der er til stede med det resultat at man ikke er alene og uforstyrret, andres tilstedeværelse	menneske		{vidne,1_1}	1.b	21064932	11041470	5472
6	sb.	pude	mindre pose af især stof som er stoppet med dun, skumgummi, kunststof el. andet blødt materiale, og som bruges til at hvile hovedet på, sidde på el. læne sig mod eller som pynt	pose		"{effekt_3; genstand_1; ting,1_1}"	1	21064945	11041482	28462
